Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Label
316222,0.67,-0.67,1.4,0.07,0.19,0.99,Wrong
316531,0.79,0.24,1.28,-0.08,0.63,0.78,Wrong
316541,0.79,-0.31,1.65,0.12,0.39,0.91,Correct
316646,2.93,-14.1,-0.49,0.03,0.96,0.2,Correct
316737,0.43,0.18,0.98,0.33,0.18,0.93,Correct
317000,-1.89,2.62,2.75,0.11,0.97,0.06,Wrong
317222,0.92,-0.92,1.46,0.06,0.19,0.99,Wrong
317531,1.16,-0.06,0.98,-0.08,0.63,0.78,Wrong
317541,0.85,-0.67,1.28,0.13,0.39,0.91,Correct
317646,1.16,7.02,5.43,-0.01,0.97,0.15,Correct
317737,0.79,-1.95,1.83,0.33,0.18,0.93,Correct
318000,-0.37,0.43,1.83,0.1,0.97,0.04,Wrong
318222,1.1,-1.4,1.34,0.07,0.19,0.99,Wrong
318531,1.71,-1.59,1.1,-0.08,0.62,0.78,Wrong
318541,0.73,-0.43,1.83,0.12,0.39,0.91,Correct
318646,0.49,2.32,2.93,-0.05,0.98,0.11,Correct
318737,0.79,-0.43,1.77,0.33,0.18,0.93,Correct
319000,-0.12,2.32,2.69,0.09,0.97,0.06,Wrong
319222,0.79,-0.85,1.34,0.07,0.19,0.99,Wrong
319531,0.43,-1.16,0.98,-0.08,0.63,0.78,Wrong
319541,0.98,-0.92,1.46,0.12,0.39,0.91,Correct
319646,1.22,1.22,2.08,-0.06,0.97,0.14,Correct
319737,1.1,-0.92,1.71,0.33,0.18,0.93,Correct
320000,1.28,-3.72,-0.98,0.1,0.97,0.03,Wrong
320222,1.28,-1.71,1.89,0.06,0.19,0.99,Wrong
320531,1.4,0.18,1.89,-0.08,0.63,0.78,Wrong
320541,1.77,-1.77,1.83,0.11,0.4,0.93,Correct
320646,0.43,-1.77,1.46,-0.06,0.97,0.14,Correct
320737,0.98,-1.95,0.67,0.35,0.17,0.92,Correct
321000,1.34,-7.32,2.38,0.08,0.98,0.02,Wrong
321222,0.67,-0.98,1.4,0.07,0.18,0.99,Wrong
321531,0.55,-1.16,2.5,-0.08,0.63,0.78,Wrong
321541,0.92,-6.71,-0.61,0.15,0.29,0.98,Correct
321646,0.85,-0.31,1.22,-0.07,0.97,0.14,Correct
321737,1.71,1.77,3.72,0.36,0.18,0.91,Correct
322000,0.43,-2.08,2.01,0.07,0.99,0.06,Wrong
322222,0.73,-0.85,1.83,0.07,0.18,0.99,Wrong
322531,-3.6,-1.89,1.34,-0.1,0.67,0.75,Wrong
322541,13.12,4.88,4.15,0.2,0.18,0.97,Correct
322646,1.16,1.53,1.46,-0.06,0.97,0.13,Correct
322737,-3.11,-2.81,3.23,0.5,0.27,0.77,Correct
323000,1.34,1.71,2.93,0.06,0.98,0.05,Wrong
323222,0.24,-0.55,1.59,0.08,0.18,0.99,Wrong
323531,-0.73,-0.12,2.26,-0.11,0.68,0.71,Wrong
323541,15.63,-0.43,-2.56,0.25,-0.07,0.95,Correct
323646,6.71,-10.62,-9.09,0.02,0.99,0.17,Correct
323737,10.01,12.51,3.17,0.37,0.22,0.94,Correct
324000,0.49,-0.18,2.99,0.04,0.98,0.04,Wrong
324222,0.92,-0.61,1.59,0.08,0.18,0.99,Wrong
324531,1.71,1.16,2.5,-0.12,0.69,0.7,Wrong
324541,7.75,-2.44,3.6,0.19,-0.2,0.95,Correct
324646,3.66,-27.59,-7.45,0.08,0.91,0.3,Correct
324737,0.24,-10.07,-0.73,0.31,0.18,0.94,Correct
325000,1.59,-0.24,1.89,0.04,0.98,0.05,Wrong
325222,0.73,-0.43,1.65,0.07,0.18,0.99,Wrong
325531,1.34,-1.4,1.28,-0.13,0.7,0.7,Wrong
325541,-0.12,-1.34,1.53,0.26,-0.21,0.97,Correct
325646,-6.9,-18.01,-8,0.19,0.93,0.27,Correct
325737,0.12,2.81,2.26,0.29,0.18,0.95,Correct
326000,2.56,-2.81,1.89,0.03,0.97,0.08,Wrong
326222,0.73,-0.61,1.46,0.08,0.18,0.99,Wrong
326531,0.61,0.24,1.65,-0.12,0.69,0.71,Wrong
326541,3.3,0.55,0.79,0.26,-0.23,0.91,Correct
326646,-2.44,-0.49,8.73,0.13,0.94,0.26,Correct
326737,0.73,3.42,2.75,0.3,0.2,0.91,Correct
327000,2.32,-0.98,3.3,0.03,0.98,0.09,Wrong
327222,0.73,-0.73,1.59,0.07,0.18,0.99,Wrong
327531,-1.95,-0.49,1.22,-0.12,0.69,0.71,Wrong
327541,-0.37,-0.61,1.59,0.26,-0.2,0.96,Correct
327646,2.26,-3.42,6.16,-0.08,0.97,0.19,Correct
327737,0.85,0,1.83,0.3,0.19,0.93,Correct
328000,0.49,-0.73,0.61,0.03,0.98,0.1,Wrong
328222,0.73,-0.85,1.46,0.07,0.18,0.99,Wrong
328531,-1.28,-7.14,-0.37,-0.15,0.71,0.69,Wrong
328541,1.59,-0.49,2.08,0.25,-0.18,0.96,Correct
328646,2.87,-3.97,-5.31,0,0.95,0.28,Correct
328737,0.92,1.1,2.87,0.28,0.19,0.94,Correct
329000,1.16,-1.04,1.89,0.03,0.97,0.12,Wrong
329222,0.67,-0.79,1.53,0.07,0.18,0.99,Wrong
329531,0.49,-0.79,2.14,-0.15,0.71,0.68,Wrong
329541,-1.16,-2.75,1.28,0.24,-0.17,0.96,Correct
329646,2.99,-9.22,-8.91,0.16,0.88,0.28,Correct
329737,1.71,-2.08,0.67,0.27,0.2,0.95,Correct
330000,-4.82,4.27,1.95,0.05,0.99,0.1,Wrong
330222,0.73,-0.79,1.59,0.07,0.18,0.99,Wrong
330531,0.43,0.24,4.15,-0.16,0.71,0.71,Wrong
330541,1.59,-0.18,2.62,0.25,-0.17,0.97,Correct
330646,-3.48,17.76,16.05,0,0.97,0.22,Correct
330737,1.22,-0.98,2.56,0.26,0.18,0.95,Correct
331000,1.89,1.77,3.72,0.03,0.99,0.08,Wrong
331222,0.85,-0.73,1.53,0.08,0.18,0.99,Wrong
331531,1.59,-2.26,1.71,-0.19,0.71,0.68,Wrong
331541,0.67,-3.48,3.05,0.23,-0.17,0.96,Correct
331646,0.55,8.73,-2.14,-0.01,0.98,0.24,Correct
331737,1.04,-1.34,1.53,0.26,0.17,0.95,Correct
332000,3.54,-12.21,4.64,0.09,0.96,0.14,Wrong
332222,0.85,-0.85,1.53,0.07,0.18,0.99,Wrong
332531,0.67,0.12,1.04,-0.18,0.71,0.69,Wrong
332541,-1.65,-2.87,1.71,0.21,-0.14,0.99,Correct
332646,-1.77,-8.42,1.04,-0.01,0.98,0.13,Correct
332737,0.43,-0.31,2.08,0.26,0.18,0.94,Correct
333000,-0.12,-4.21,0.12,0.07,0.95,0.16,Wrong
333222,0.73,-0.79,1.46,0.07,0.18,0.99,Wrong
333531,0.67,-2.81,0,-0.18,0.7,0.68,Wrong
333541,-0.79,-0.67,1.1,0.2,-0.12,0.99,Correct
333646,0.06,-0.12,1.77,-0.01,0.98,0.12,Correct
333737,0.55,0.37,0.79,0.29,0.2,0.94,Correct
334000,-1.16,2.44,3.42,0.05,0.97,0.18,Wrong
334222,0.61,-0.98,1.46,0.07,0.18,0.99,Wrong
334531,0.24,-3.17,-0.12,-0.2,0.71,0.69,Wrong
334646,1.53,1.28,2.2,0,0.97,0.12,Correct
334737,-1.34,3.23,-0.06,0.33,0.19,0.93,Correct
335000,0.43,1.65,2.81,0.04,0.96,0.19,Wrong
335222,0.67,-0.55,1.4,0.07,0.18,0.99,Wrong
335531,1.22,-0.85,1.83,-0.19,0.71,0.66,Wrong
335646,0.73,-4.7,0.92,0.01,0.98,0.1,Correct
335737,0.98,-2.81,1.77,0.35,0.19,0.92,Correct
336000,0.43,-0.79,1.28,0.03,0.96,0.18,Wrong
336222,1.1,-0.61,1.71,0.07,0.18,0.99,Wrong
336531,0.43,-0.67,1.59,-0.19,0.7,0.68,Wrong
336646,-0.79,-0.67,1.71,0,0.98,0.08,Correct
336737,0.55,-0.61,1.1,0.32,0.19,0.93,Correct
337000,-1.04,2.14,-1.59,0.04,0.97,0.19,Wrong
337222,0.79,-0.92,1.4,0.07,0.18,0.99,Wrong
337531,1.34,-0.55,1.59,-0.18,0.71,0.67,Wrong
337646,2.01,0.67,1.65,0.01,0.98,0.1,Correct
337737,0.85,0.24,1.53,0.33,0.2,0.93,Correct
338000,0.49,-0.18,2.26,0.06,0.96,0.2,Wrong
338222,1.34,-0.37,2.01,0.08,0.18,0.99,Wrong
338531,0.55,3.11,-5.25,-0.15,0.71,0.69,Wrong
338646,1.16,-0.37,1.59,0.01,0.97,0.1,Correct
338737,0.85,3.11,2.01,0.42,0.2,0.9,Correct
339000,1.59,-2.08,2.08,0.06,0.97,0.19,Wrong
339222,0.98,-1.4,2.01,0.07,0.18,0.99,Wrong
339531,-0.06,2.08,5.13,-0.1,0.73,0.66,Wrong
339646,0.85,-1.1,1.34,0,0.97,0.11,Correct
339737,1.4,1.46,4.76,0.39,0.23,0.9,Correct
340222,0.73,-0.55,1.71,0.07,0.18,0.99,Wrong
340531,0.43,-3.3,0.98,-0.1,0.72,0.69,Wrong
340646,0.31,-0.18,1.65,0,0.98,0.11,Correct
340737,0.49,-0.79,2.01,0.37,0.19,0.92,Correct
341222,0.92,-0.73,1.4,0.07,0.18,0.99,Wrong
341531,-0.31,0.73,1.59,-0.12,0.73,0.66,Wrong
341646,0.43,-0.37,1.71,0,0.98,0.1,Correct
341737,0.55,-3.17,1.59,0.38,0.21,0.9,Correct
342222,0.98,-0.73,1.53,0.07,0.18,0.99,Wrong
342531,1.04,-1.59,1.4,-0.1,0.74,0.65,Wrong
342646,1.34,-1.4,1.59,0.01,0.97,0.08,Correct
342737,1.04,-0.73,2.2,0.36,0.21,0.91,Correct
343222,0.98,-0.92,1.53,0.07,0.18,0.99,Wrong
343531,-0.85,-4.21,1.77,-0.13,0.75,0.63,Wrong
343646,1.1,-1.1,1.53,0,0.98,0.1,Correct
343737,0.98,-0.92,1.4,0.36,0.2,0.91,Correct
344222,0.98,-0.37,0.92,0.09,0.19,0.99,Wrong
344531,-2.14,-0.85,3.72,-0.14,0.78,0.59,Wrong
344646,0.49,-0.18,1.65,0,0.98,0.1,Correct
344737,1.22,-1.59,2.01,0.35,0.2,0.91,Correct
345222,0.55,-0.73,1.65,0.08,0.18,0.99,Wrong
345531,0.92,-1.28,0.98,-0.15,0.79,0.59,Wrong
345646,1.16,-0.73,1.65,0.01,0.98,0.1,Correct
345737,1.04,-0.18,1.77,0.34,0.2,0.92,Correct
346222,0.67,-0.79,1.16,0.07,0.18,0.99,Wrong
346531,0.06,0.61,1.04,-0.13,0.79,0.59,Wrong
346646,0.92,-0.43,1.34,0,0.98,0.1,Correct
346737,0.98,-1.22,1.59,0.33,0.19,0.92,Correct
347222,0.55,-1.22,1.16,0.07,0.18,0.99,Wrong
347531,-5.68,12.51,-0.73,-0.1,0.84,0.51,Wrong
347646,0.73,-0.98,1.28,0.01,0.98,0.09,Correct
347737,0.73,-2.26,1.34,0.33,0.19,0.94,Correct
348222,-2.2,-2.56,2.32,0.05,0.22,0.98,Wrong
348531,0.67,-0.18,3.91,-0.01,0.74,0.56,Wrong
348646,1.16,-0.85,1.83,0,0.98,0.1,Correct
348737,0.85,-0.73,1.53,0.33,0.2,0.92,Correct
349222,0.79,-1.16,1.53,0.06,0.22,0.98,Wrong
349531,-3.72,5.25,6.84,-0.14,0.82,0.53,Wrong
349646,1.1,-0.67,1.65,0.01,0.97,0.1,Correct
349737,0,1.04,0.61,0.33,0.19,0.93,Correct
350531,2.26,-4.27,2.32,-0.13,0.81,0.57,Wrong
350646,0.73,-0.06,1.71,0,0.98,0.1,Correct
350737,0.24,1.65,1.89,0.35,0.19,0.9,Correct
351531,-5.8,4.46,2.93,-0.15,0.82,0.54,Wrong
351646,0.55,-0.49,1.4,0.01,0.98,0.1,Correct
351737,0.98,-1.16,1.95,0.35,0.2,0.91,Correct
352531,2.26,3.54,3.11,-0.25,0.81,0.49,Wrong
352646,1.34,-1.04,1.83,0,0.98,0.11,Correct
352737,0.67,3.05,4.88,0.34,0.18,0.94,Correct
353531,-2.5,-2.08,4.64,-0.25,0.86,0.47,Wrong
353646,0.61,-0.43,1.22,0,0.98,0.11,Correct
353737,1.46,-2.99,2.81,0.35,0.19,0.91,Correct
354531,1.16,0.18,2.56,-0.27,0.83,0.46,Wrong
354646,1.1,-0.73,1.28,0,0.98,0.11,Correct
354737,0.61,-2.08,1.65,0.34,0.19,0.93,Correct
355531,0.43,-3.36,0.12,-0.29,0.83,0.46,Wrong
355646,0.98,-1.59,1.16,0.01,0.97,0.11,Correct
355737,-1.04,0.67,0.73,0.34,0.2,0.92,Correct
356531,0.73,-0.73,1.83,-0.28,0.83,0.46,Wrong
356646,0.67,-0.18,1.71,0.01,0.98,0.11,Correct
356737,0.18,-0.24,-0.24,0.38,0.2,0.9,Correct
357531,0.79,-3.11,0.12,-0.29,0.84,0.45,Wrong
357646,2.14,-2.38,1.1,0.01,0.98,0.1,Correct
357737,0.92,-3.85,0.67,0.36,0.22,0.9,Correct
358531,1.1,-1.16,1.28,-0.29,0.84,0.45,Wrong
358737,0.79,-0.24,1.53,0.36,0.19,0.92,Correct
359531,0.73,-1.28,1.59,-0.29,0.84,0.46,Wrong
359737,3.36,-2.62,5.07,0.35,0.21,0.91,Correct
360531,0.43,-3.23,-0.31,-0.27,0.83,0.46,Wrong
360737,0.79,-1.28,1.95,0.34,0.21,0.92,Correct
361531,1.16,-1.65,0.61,-0.28,0.86,0.47,Wrong
361737,0.67,0.67,0.85,0.39,0.19,0.89,Correct
362531,0.55,-1.16,0.98,-0.28,0.84,0.44,Wrong
362737,1.59,-1.1,2.69,0.37,0.2,0.89,Correct
363531,0.92,-1.34,0.67,-0.28,0.84,0.44,Wrong
363737,-0.24,2.75,-0.37,0.37,0.19,0.89,Correct
364531,0.79,-3.05,0.79,-0.29,0.86,0.44,Wrong
364737,1.59,-1.59,2.99,0.4,0.19,0.89,Correct
365531,1.4,-1.1,1.4,-0.29,0.86,0.45,Wrong
365737,0.98,0.12,1.65,0.41,0.19,0.88,Correct
366531,0.43,-1.89,0.98,-0.28,0.85,0.44,Wrong
366737,1.04,-0.37,1.89,0.41,0.2,0.88,Correct
367531,0.24,-0.92,1.83,-0.27,0.84,0.44,Wrong
367737,0.61,-1.89,0.92,0.4,0.19,0.88,Correct
368531,0.37,3.72,4.39,-0.27,0.86,0.43,Wrong
368737,0.43,-3.42,-0.18,0.41,0.19,0.89,Correct
369531,0.12,-2.44,0.92,-0.28,0.86,0.43,Wrong
369737,1.22,-1.16,2.14,0.41,0.21,0.89,Correct
370531,0.24,0.67,1.71,-0.27,0.86,0.42,Wrong
370737,1.1,-1.4,1.77,0.39,0.2,0.89,Correct
371531,0.79,1.22,0.98,-0.25,0.85,0.42,Wrong
371737,0.98,-0.73,1.65,0.4,0.21,0.89,Correct
372531,2.69,-10.13,-3.66,-0.28,0.86,0.41,Wrong
372737,0.98,-2.2,1.4,0.39,0.19,0.89,Correct
373531,1.28,-1.83,1.34,-0.27,0.87,0.4,Wrong
373737,1.77,0,2.01,0.38,0.2,0.9,Correct
374531,0.85,-1.71,0.49,-0.27,0.87,0.39,Wrong
374737,1.04,-1.95,1.4,0.4,0.2,0.89,Correct
375531,0.79,-0.73,1.34,-0.26,0.86,0.39,Wrong
375737,0.79,-0.85,0.55,0.4,0.21,0.89,Correct
376531,0.37,-0.98,1.59,-0.28,0.88,0.4,Wrong
376737,0.49,-0.43,0.55,0.4,0.18,0.9,Correct
377531,0.98,-1.46,1.28,-0.27,0.87,0.4,Wrong
377737,1.16,-0.79,1.59,0.41,0.2,0.89,Correct
378531,0.55,-0.61,1.22,-0.27,0.87,0.39,Wrong
378737,0.73,-0.49,1.65,0.4,0.2,0.88,Correct
379531,0.18,-1.53,3.23,-0.29,0.88,0.4,Wrong
379737,0.98,-0.85,1.77,0.4,0.2,0.89,Correct
380531,0.55,-0.31,1.95,-0.27,0.87,0.39,Wrong
380737,1.1,-0.85,1.89,0.4,0.2,0.89,Correct
381737,0.43,1.4,3.05,0.39,0.2,0.88,Correct
382737,1.53,2.56,6.41,0.41,0.22,0.9,Correct
383737,1.04,-1.34,1.4,0.43,0.23,0.86,Correct
384737,0.18,0.06,0.06,0.44,0.22,0.87,Correct
385737,0.37,-0.37,0.61,0.44,0.22,0.86,Correct
386737,0.67,-0.37,1.65,0.44,0.22,0.86,Correct
387737,0.98,-0.73,1.83,0.44,0.22,0.87,Correct
388737,0.92,-1.22,1.4,0.44,0.22,0.87,Correct
389737,0.67,-0.55,1.46,0.44,0.22,0.86,Correct
390737,1.04,-1.04,1.89,0.44,0.22,0.87,Correct
391737,0.92,-0.18,1.22,0.43,0.21,0.86,Correct
392737,0.24,0.55,1.34,0.46,0.21,0.86,Correct
393737,1.1,0.18,1.77,0.45,0.21,0.86,Correct
394737,0.98,-0.61,1.65,0.45,0.21,0.86,Correct
395737,1.04,-1.04,1.59,0.45,0.21,0.86,Correct
396737,0,-3.6,-0.49,0.43,0.21,0.86,Correct
397737,1.28,0.92,2.2,0.41,0.21,0.87,Correct
398737,0.43,-0.37,0.92,0.4,0.21,0.89,Correct
399737,1.71,-0.98,2.56,0.38,0.2,0.9,Correct
400737,1.4,-0.24,2.75,0.36,0.2,0.91,Correct
,0.776790816,-0.722061224,1.575443878,0.100545918,0.485571429,0.661229592,
,1.490773241,2.619043608,1.432496832,0.133388164,0.36304295,0.402160663,
